Entity,Code,Year,"Age-standardized deaths from respiratory diseases in both sexes per 100,000 people"
Chile,CHL,1965,17.005318
Chile,CHL,1966,16.580257
Chile,CHL,1967,18.206036
Chile,CHL,1968,26.140001
Chile,CHL,1969,27.804262
Chile,CHL,1970,24.286787
Chile,CHL,1971,26.10441
Chile,CHL,1972,29.245934
Chile,CHL,1973,24.404352
Chile,CHL,1974,23.461462
Chile,CHL,1975,22.406689
Chile,CHL,1976,26.819836
Chile,CHL,1977,25.07869
Chile,CHL,1978,23.789423
Chile,CHL,1979,23.653313
Chile,CHL,1980,26.927391
Chile,CHL,1981,28.521633
Chile,CHL,1982,30.314285
Chile,CHL,1983,37.382423
Chile,CHL,1984,35.71021
Chile,CHL,1985,34.499775
Chile,CHL,1986,29.565048
Chile,CHL,1987,29.972336
Chile,CHL,1988,28.484592
Chile,CHL,1989,24.96561
Chile,CHL,1990,30.330051
Chile,CHL,1991,27.436075
Chile,CHL,1992,26.654007
Chile,CHL,1993,27.461319
Chile,CHL,1994,24.81204
Chile,CHL,1995,24.127861
Chile,CHL,1996,22.371508
Chile,CHL,1997,25.281502
Chile,CHL,1998,30.387314
Chile,CHL,1999,32.025295
Chile,CHL,2000,28.171392
Chile,CHL,2001,30.934662
Chile,CHL,2002,27.959995
Chile,CHL,2003,27.495825
Chile,CHL,2004,29.387878
Chile,CHL,2005,28.340878
Chile,CHL,2006,26.208052
Chile,CHL,2007,28.829197
Chile,CHL,2008,25.016497
Chile,CHL,2009,26.314646
Chile,CHL,2010,28.448818
Chile,CHL,2011,27.199812
Chile,CHL,2012,26.825071
Chile,CHL,2013,24.27983
Chile,CHL,2014,24.536673
Chile,CHL,2015,24.886787
Chile,CHL,2016,23.767006
Chile,CHL,2017,25.415712
Chile,CHL,2018,26.147623
Chile,CHL,2019,26.435942
Chile,CHL,2020,21.385702
Chile,CHL,2021,23.80255
Colombia,COL,1953,33.53809
Colombia,COL,1954,33.05824
Colombia,COL,1955,41.277344
Colombia,COL,1956,39.117832
Colombia,COL,1957,40.74438
Colombia,COL,1958,39.19228
Colombia,COL,1959,39.87818
Colombia,COL,1960,40.877678
Colombia,COL,1961,37.22819
Colombia,COL,1962,40.65616
Colombia,COL,1963,40.1868
Colombia,COL,1964,39.791466
Colombia,COL,1965,39.21773
Colombia,COL,1966,40.30415
Colombia,COL,1967,43.37572
Colombia,COL,1968,52.583664
Colombia,COL,1969,43.900604
Colombia,COL,1972,44.29963
Colombia,COL,1974,46.750664
Colombia,COL,1975,42.11261
Colombia,COL,1976,38.686142
Colombia,COL,1977,33.355785
Colombia,COL,1984,39.642365
Colombia,COL,1985,47.904297
Colombia,COL,1986,45.987373
Colombia,COL,1987,39.570747
Colombia,COL,1988,40.284763
Colombia,COL,1989,39.29724
Colombia,COL,1990,37.89237
Colombia,COL,1991,36.330814
Colombia,COL,1992,40.66785
Colombia,COL,1993,38.42075
Colombia,COL,1994,39.648872
Colombia,COL,1995,41.033073
Colombia,COL,1996,41.040894
Colombia,COL,1997,40.528175
Colombia,COL,1998,41.389114
Colombia,COL,1999,46.877003
Colombia,COL,2000,39.257793
Colombia,COL,2001,40.984932
Colombia,COL,2002,38.34955
Colombia,COL,2003,43.054485
Colombia,COL,2004,39.952084
Colombia,COL,2005,40.766376
Colombia,COL,2006,39.547573
Colombia,COL,2007,38.05425
Colombia,COL,2008,39.84555
Colombia,COL,2009,36.13588
Colombia,COL,2010,37.54706
Colombia,COL,2011,35.697685
Colombia,COL,2012,34.318096
Colombia,COL,2013,34.713398
Colombia,COL,2014,36.91713
Colombia,COL,2015,35.686554
Colombia,COL,2016,34.771263
Colombia,COL,2017,34.76865
Colombia,COL,2018,33.13505
Colombia,COL,2019,34.786015
Colombia,COL,2020,27.367596
Colombia,COL,2021,26.1777
Costa Rica,CRI,1961,24.396114
Costa Rica,CRI,1962,27.65451
Costa Rica,CRI,1963,28.16811
Costa Rica,CRI,1964,24.553062
Costa Rica,CRI,1965,34.244453
Costa Rica,CRI,1966,31.209896
Costa Rica,CRI,1967,30.435352
Costa Rica,CRI,1968,41.172966
Costa Rica,CRI,1969,46.64833
Costa Rica,CRI,1970,35.389526
Costa Rica,CRI,1971,27.95169
Costa Rica,CRI,1972,29.905283
Costa Rica,CRI,1973,36.492016
Costa Rica,CRI,1974,33.5353
Costa Rica,CRI,1975,39.39264
Costa Rica,CRI,1976,36.927883
Costa Rica,CRI,1977,37.213917
Costa Rica,CRI,1978,32.72524
Costa Rica,CRI,1979,35.00945
Costa Rica,CRI,1980,43.98421
Costa Rica,CRI,1981,34.922756
Costa Rica,CRI,1982,45.871006
Costa Rica,CRI,1983,41.535454
Costa Rica,CRI,1984,50.523975
Costa Rica,CRI,1985,63.01671
Costa Rica,CRI,1986,58.04224
Costa Rica,CRI,1987,59.742268
Costa Rica,CRI,1988,61.765965
Costa Rica,CRI,1989,60.530273
Costa Rica,CRI,1990,51.599766
Costa Rica,CRI,1991,49.251606
Costa Rica,CRI,1992,47.034912
Costa Rica,CRI,1993,44.02959
Costa Rica,CRI,1994,47.860306
Costa Rica,CRI,1995,52.097023
Costa Rica,CRI,1996,39.489185
Costa Rica,CRI,1997,43.926582
Costa Rica,CRI,1998,45.87886
Costa Rica,CRI,1999,41.196983
Costa Rica,CRI,2000,38.032825
Costa Rica,CRI,2001,38.460155
Costa Rica,CRI,2002,30.075531
Costa Rica,CRI,2003,35.020023
Costa Rica,CRI,2004,33.9051
Costa Rica,CRI,2005,29.375237
Costa Rica,CRI,2006,27.740494
Costa Rica,CRI,2007,26.972729
Costa Rica,CRI,2008,23.660507
Costa Rica,CRI,2009,23.161247
Costa Rica,CRI,2010,28.093967
Costa Rica,CRI,2011,23.355581
Costa Rica,CRI,2012,22.98232
Costa Rica,CRI,2013,21.853292
Costa Rica,CRI,2014,23.05843
Costa Rica,CRI,2015,21.151585
Costa Rica,CRI,2016,23.612345
Costa Rica,CRI,2017,21.879904
Costa Rica,CRI,2018,20.62844
Costa Rica,CRI,2019,23.854404
Costa Rica,CRI,2020,17.559883
Croatia,HRV,1985,25.622887
Croatia,HRV,1986,19.098022
Croatia,HRV,1987,15.737739
Croatia,HRV,1988,14.531782
Croatia,HRV,1989,15.423845
Croatia,HRV,1990,13.398535
Croatia,HRV,1991,14.252933
Croatia,HRV,1992,14.212811
Croatia,HRV,1993,15.03426
Croatia,HRV,1994,16.72936
Croatia,HRV,1995,16.91272
Croatia,HRV,1996,16.907549
Croatia,HRV,1997,17.456646
Croatia,HRV,1998,17.076036
Croatia,HRV,1999,20.531645
Croatia,HRV,2000,18.146255
Croatia,HRV,2001,14.387963
Croatia,HRV,2002,14.25801
Croatia,HRV,2003,17.537222
Croatia,HRV,2004,16.07396
Croatia,HRV,2005,18.047756
Croatia,HRV,2006,15.1405735
Croatia,HRV,2007,17.910282
Croatia,HRV,2008,15.576675
Croatia,HRV,2009,18.062948
Croatia,HRV,2010,16.675447
Croatia,HRV,2011,17.517933
Croatia,HRV,2012,18.187437
Croatia,HRV,2013,17.779434
Croatia,HRV,2014,17.335295
Croatia,HRV,2015,19.164484
Croatia,HRV,2016,16.844166
Croatia,HRV,2017,18.3327
Croatia,HRV,2018,17.136889
Croatia,HRV,2019,17.703718
Croatia,HRV,2020,15.448119
Croatia,HRV,2021,15.435903
Cuba,CUB,1964,9.753866
Cuba,CUB,1968,32.355495
Cuba,CUB,1969,28.443077
Cuba,CUB,1970,22.186657
Cuba,CUB,1971,21.327526
Cuba,CUB,1972,21.573563
Cuba,CUB,1973,22.569956
Cuba,CUB,1974,22.897957
Cuba,CUB,1975,20.872831
Cuba,CUB,1976,21.48625
Cuba,CUB,1977,23.619871
Cuba,CUB,1978,22.68638
Cuba,CUB,1979,20.381105
Cuba,CUB,1980,23.688393
Cuba,CUB,1981,23.880438
Cuba,CUB,1982,23.913055
Cuba,CUB,1983,24.51003
Cuba,CUB,1984,21.227312
Cuba,CUB,1985,23.207386
Cuba,CUB,1986,21.137218
Cuba,CUB,1987,21.531498
Cuba,CUB,1988,27.863968
Cuba,CUB,1989,23.336588
Cuba,CUB,1990,27.093132
Cuba,CUB,1991,24.596687
Cuba,CUB,1992,27.140564
Cuba,CUB,1993,31.621134
Cuba,CUB,1994,28.202963
Cuba,CUB,1995,27.564848
Cuba,CUB,1996,31.015001
Cuba,CUB,1997,24.780073
Cuba,CUB,1998,24.515533
Cuba,CUB,1999,25.669046
Cuba,CUB,2000,22.523457
Cuba,CUB,2001,21.633451
Cuba,CUB,2002,17.550974
Cuba,CUB,2003,21.368786
Cuba,CUB,2004,22.54815
Cuba,CUB,2005,21.891386
Cuba,CUB,2006,19.517439
Cuba,CUB,2007,21.573105
Cuba,CUB,2008,20.381948
Cuba,CUB,2009,19.918682
Cuba,CUB,2010,19.59326
Cuba,CUB,2011,20.914196
Cuba,CUB,2012,19.741282
Cuba,CUB,2013,21.671125
Cuba,CUB,2014,21.615126
Cuba,CUB,2015,22.921955
Cuba,CUB,2016,21.791388
Cuba,CUB,2017,23.006027
Cuba,CUB,2018,20.91345
Cuba,CUB,2019,21.988844
Cuba,CUB,2020,17.325403
Cuba,CUB,2021,32.97041
Cyprus,CYP,1999,16.44217
Cyprus,CYP,2000,18.1857
Cyprus,CYP,2004,20.181856
Cyprus,CYP,2005,20.141949
Cyprus,CYP,2006,18.772223
Cyprus,CYP,2007,20.773724
Cyprus,CYP,2008,18.849823
Cyprus,CYP,2009,20.302181
Cyprus,CYP,2010,18.838045
Cyprus,CYP,2011,18.283606
Cyprus,CYP,2012,22.304379
Cyprus,CYP,2013,21.815386
Cyprus,CYP,2014,22.258484
Cyprus,CYP,2015,27.137354
Cyprus,CYP,2016,23.613165
Cyprus,CYP,2017,27.099775
Cyprus,CYP,2018,23.138784
Cyprus,CYP,2019,27.921509
Cyprus,CYP,2020,25.397976
Cyprus,CYP,2021,20.938757
Czechia,CZE,1986,29.84601
Czechia,CZE,1987,24.089603
Czechia,CZE,1988,23.043915
Czechia,CZE,1989,25.360981
Czechia,CZE,1990,22.896053
Czechia,CZE,1991,19.53332
Czechia,CZE,1992,18.302841
Czechia,CZE,1993,17.642885
Czechia,CZE,1994,14.322653
Czechia,CZE,1995,11.885333
Czechia,CZE,1996,9.674998
Czechia,CZE,1997,10.47537
Czechia,CZE,1998,12.144084
Czechia,CZE,1999,12.592479
Czechia,CZE,2000,13.818848
Czechia,CZE,2001,13.512828
Czechia,CZE,2002,13.572272
Czechia,CZE,2003,14.309507
Czechia,CZE,2004,13.306874
Czechia,CZE,2005,16.45954
Czechia,CZE,2006,13.940121
Czechia,CZE,2007,14.883306
Czechia,CZE,2008,14.479836
Czechia,CZE,2009,15.328225
Czechia,CZE,2010,13.614229
Czechia,CZE,2011,15.566197
Czechia,CZE,2012,15.331145
Czechia,CZE,2013,19.418915
Czechia,CZE,2014,16.985607
Czechia,CZE,2015,19.744537
Czechia,CZE,2016,17.618742
Czechia,CZE,2017,18.32258
Czechia,CZE,2018,17.795122
Czechia,CZE,2019,17.22418
Czechia,CZE,2020,16.456278
Czechia,CZE,2021,16.052515
Denmark,DNK,1951,7.192664
Denmark,DNK,1952,7.450308
Denmark,DNK,1953,7.289305
Denmark,DNK,1954,9.180869
Denmark,DNK,1955,6.58797
Denmark,DNK,1956,7.6845984
Denmark,DNK,1957,9.285869
Denmark,DNK,1958,8.224788
Denmark,DNK,1959,8.685123
Denmark,DNK,1960,8.6221485
Denmark,DNK,1961,10.364896
Denmark,DNK,1962,16.840015
Denmark,DNK,1963,14.939633
Denmark,DNK,1964,15.92806
Denmark,DNK,1965,14.602742
Denmark,DNK,1966,17.722767
Denmark,DNK,1967,18.114557
Denmark,DNK,1968,17.177147
Denmark,DNK,1969,22.813913
Denmark,DNK,1970,22.290365
Denmark,DNK,1971,21.493065
Denmark,DNK,1972,22.280134
Denmark,DNK,1973,22.069838
Denmark,DNK,1974,23.828917
Denmark,DNK,1975,20.871124
Denmark,DNK,1976,23.40325
Denmark,DNK,1977,21.356186
Denmark,DNK,1978,22.155315
Denmark,DNK,1979,22.938766
Denmark,DNK,1980,25.391672
Denmark,DNK,1981,25.252651
Denmark,DNK,1982,25.464659
Denmark,DNK,1983,25.153778
Denmark,DNK,1984,26.761438
Denmark,DNK,1985,30.914448
Denmark,DNK,1986,31.019062
Denmark,DNK,1987,29.641768
Denmark,DNK,1988,30.226974
Denmark,DNK,1989,30.239094
Denmark,DNK,1990,32.27957
Denmark,DNK,1991,29.985083
Denmark,DNK,1992,30.551733
Denmark,DNK,1993,32.164463
Denmark,DNK,1994,33.09807
Denmark,DNK,1995,36.23215
Denmark,DNK,1996,35.036243
Denmark,DNK,1997,37.57888
Denmark,DNK,1998,38.63221
Denmark,DNK,1999,40.573162
Denmark,DNK,2000,39.49533
Denmark,DNK,2001,39.410618
Denmark,DNK,2002,39.027866
Denmark,DNK,2003,37.051136
Denmark,DNK,2004,32.582882
Denmark,DNK,2005,31.649487
Denmark,DNK,2006,31.638592
Denmark,DNK,2007,32.786644
Denmark,DNK,2008,32.03393
Denmark,DNK,2009,33.36198
Denmark,DNK,2010,32.269077
Denmark,DNK,2011,31.60445
Denmark,DNK,2012,31.141293
Denmark,DNK,2013,31.83491
Denmark,DNK,2014,29.98072
Denmark,DNK,2015,30.314083
Denmark,DNK,2016,30.777967
Denmark,DNK,2017,31.303558
Denmark,DNK,2018,31.305466
Denmark,DNK,2019,28.961803
Denmark,DNK,2020,26.878696
Denmark,DNK,2021,27.47277
Dominican Republic,DOM,1965,13.073614
Dominican Republic,DOM,1966,14.009875
Dominican Republic,DOM,1967,14.963198
Dominican Republic,DOM,1968,24.229227
Dominican Republic,DOM,1969,21.756342
Dominican Republic,DOM,1970,21.766378
Dominican Republic,DOM,1971,19.220139
Dominican Republic,DOM,1972,22.417667
Dominican Republic,DOM,1973,19.35173
Dominican Republic,DOM,1974,22.773315
Dominican Republic,DOM,1975,20.554024
Dominican Republic,DOM,1976,23.16713
Dominican Republic,DOM,1977,23.300398
Dominican Republic,DOM,1978,21.586998
Dominican Republic,DOM,1979,28.388271
Dominican Republic,DOM,1980,25.30493
Dominican Republic,DOM,1981,26.43863
Dominican Republic,DOM,1982,28.8926
Dominican Republic,DOM,1983,32.120262
Dominican Republic,DOM,1984,39.10203
Dominican Republic,DOM,1985,33.18939
Dominican Republic,DOM,1986,19.55085
Dominican Republic,DOM,1987,20.878086
Dominican Republic,DOM,1988,19.797169
Dominican Republic,DOM,1989,21.789082
Dominican Republic,DOM,1990,21.860905
Dominican Republic,DOM,1991,20.380798
Dominican Republic,DOM,1992,17.558832
Dominican Republic,DOM,1994,16.267878
Dominican Republic,DOM,1995,17.479803
Dominican Republic,DOM,1996,14.591869
Dominican Republic,DOM,1997,17.757519
Dominican Republic,DOM,1998,19.026215
Dominican Republic,DOM,1999,19.693531
Dominican Republic,DOM,2000,14.392393
Dominican Republic,DOM,2001,16.859806
Dominican Republic,DOM,2002,15.5411625
Dominican Republic,DOM,2003,18.640448
Dominican Republic,DOM,2004,20.906395
Dominican Republic,DOM,2005,23.222197
Dominican Republic,DOM,2006,19.356552
Dominican Republic,DOM,2007,19.480156
Dominican Republic,DOM,2008,18.064533
Dominican Republic,DOM,2009,17.871317
Dominican Republic,DOM,2010,22.011786
Dominican Republic,DOM,2011,21.333014
Dominican Republic,DOM,2012,25.59863
Dominican Republic,DOM,2013,20.292171
Dominican Republic,DOM,2014,27.285952
Dominican Republic,DOM,2015,24.524895
Dominican Republic,DOM,2016,30.942307
Dominican Republic,DOM,2017,29.000055
Dominican Republic,DOM,2018,34.197666
Ecuador,ECU,1966,56.382538
Ecuador,ECU,1967,55.25052
Ecuador,ECU,1968,59.73382
Ecuador,ECU,1969,63.365524
Ecuador,ECU,1970,58.854874
Ecuador,ECU,1971,57.44607
Ecuador,ECU,1972,56.93283
Ecuador,ECU,1973,55.874588
Ecuador,ECU,1974,55.248047
Ecuador,ECU,1975,45.85635
Ecuador,ECU,1977,45.590046
Ecuador,ECU,1978,39.039692
Ecuador,ECU,1979,38.496597
Ecuador,ECU,1980,38.564613
Ecuador,ECU,1981,30.510027
Ecuador,ECU,1982,31.576487
Ecuador,ECU,1983,31.697695
Ecuador,ECU,1984,35.241592
Ecuador,ECU,1985,35.623672
Ecuador,ECU,1986,36.779003
Ecuador,ECU,1987,33.726654
Ecuador,ECU,1988,34.718822
Ecuador,ECU,1989,28.470058
Ecuador,ECU,1990,28.026453
Ecuador,ECU,1991,30.17565
Ecuador,ECU,1992,28.427334
Ecuador,ECU,1993,26.933668
Ecuador,ECU,1994,24.227634
Ecuador,ECU,1995,22.239658
Ecuador,ECU,1996,20.977478
Ecuador,ECU,1997,23.03312
Ecuador,ECU,1998,19.655521
Ecuador,ECU,1999,24.533468
Ecuador,ECU,2000,21.154814
Ecuador,ECU,2001,22.597048
Ecuador,ECU,2002,23.732103
Ecuador,ECU,2003,19.509632
Ecuador,ECU,2004,20.273775
Ecuador,ECU,2005,18.22199
Ecuador,ECU,2006,17.16612
Ecuador,ECU,2007,16.905111
Ecuador,ECU,2008,17.817553
Ecuador,ECU,2009,16.130371
Ecuador,ECU,2010,17.392492
Ecuador,ECU,2011,17.066444
Ecuador,ECU,2012,18.382748
Ecuador,ECU,2013,18.165197
Ecuador,ECU,2014,18.908463
Ecuador,ECU,2015,19.278961
Ecuador,ECU,2016,19.32722
Ecuador,ECU,2017,20.429447
Ecuador,ECU,2018,19.884096
Ecuador,ECU,2019,19.798208
Ecuador,ECU,2020,26.010715
Ecuador,ECU,2021,22.930315
Egypt,EGY,1965,36.187668
Egypt,EGY,1966,43.26644
Egypt,EGY,1967,36.38515
Egypt,EGY,1970,88.64911
Egypt,EGY,1971,78.93868
Egypt,EGY,1972,90.3796
Egypt,EGY,1973,76.06139
Egypt,EGY,1974,68.65437
Egypt,EGY,1975,70.64689
Egypt,EGY,1976,63.63971
Egypt,EGY,1977,61.248425
Egypt,EGY,1978,53.925274
Egypt,EGY,1979,53.327972
Egypt,EGY,1980,52.451225
Egypt,EGY,1987,44.740818
Egypt,EGY,1991,36.69461
Egypt,EGY,1992,32.390945
Egypt,EGY,2000,23.844278
Egypt,EGY,2001,27.71537
Egypt,EGY,2002,31.504215
Egypt,EGY,2003,39.00611
Egypt,EGY,2004,36.071163
Egypt,EGY,2005,33.997574
Egypt,EGY,2006,33.41377
Egypt,EGY,2007,35.688065
Egypt,EGY,2008,35.253414
Egypt,EGY,2009,35.4972
Egypt,EGY,2010,36.801144
Egypt,EGY,2011,32.89799
Egypt,EGY,2012,36.481464
Egypt,EGY,2013,35.10584
Egypt,EGY,2014,43.965168
Egypt,EGY,2015,37.500294
Egypt,EGY,2016,34.452545
Egypt,EGY,2017,31.516933
Egypt,EGY,2018,36.40752
Egypt,EGY,2019,40.42684
El Salvador,SLV,1990,25.70764
El Salvador,SLV,1991,23.784075
El Salvador,SLV,1992,23.997742
El Salvador,SLV,1993,25.752367
El Salvador,SLV,1995,25.781248
El Salvador,SLV,1996,27.60923
El Salvador,SLV,1997,23.99218
El Salvador,SLV,1998,24.399475
El Salvador,SLV,1999,23.683483
El Salvador,SLV,2000,26.056297
El Salvador,SLV,2001,29.022331
El Salvador,SLV,2002,24.101053
El Salvador,SLV,2003,26.986135
El Salvador,SLV,2004,25.693287
El Salvador,SLV,2005,24.785316
El Salvador,SLV,2006,22.472658
El Salvador,SLV,2007,22.157185
El Salvador,SLV,2008,20.461868
El Salvador,SLV,2009,20.926996
El Salvador,SLV,2010,21.901096
El Salvador,SLV,2011,20.260536
El Salvador,SLV,2012,19.787987
El Salvador,SLV,2013,21.670267
El Salvador,SLV,2014,22.840223
El Salvador,SLV,2015,22.580961
El Salvador,SLV,2016,21.916185
El Salvador,SLV,2017,23.86308
El Salvador,SLV,2018,19.965418
Estonia,EST,1981,21.061703
Estonia,EST,1982,19.056614
Estonia,EST,1985,21.10734
Estonia,EST,1986,17.522827
Estonia,EST,1987,16.264946
Estonia,EST,1988,14.450678
Estonia,EST,1989,17.236557
Estonia,EST,1990,16.414654
Estonia,EST,1991,15.184221
Estonia,EST,1992,13.873653
Estonia,EST,1993,13.763015
Estonia,EST,1994,16.587646
Estonia,EST,1995,14.668724
Estonia,EST,1996,12.000377
Estonia,EST,1997,12.167786
Estonia,EST,1998,12.581467
Estonia,EST,1999,12.515922
Estonia,EST,2000,13.000539
Estonia,EST,2001,11.11276
Estonia,EST,2002,11.459469
Estonia,EST,2003,13.807179
Estonia,EST,2004,13.154408
Estonia,EST,2005,11.825432
Estonia,EST,2006,13.432873
Estonia,EST,2007,12.955446
Estonia,EST,2008,13.403635
Estonia,EST,2009,10.266191
Estonia,EST,2010,10.220482
Estonia,EST,2011,9.760605
Estonia,EST,2012,9.353576
Estonia,EST,2013,9.224487
Estonia,EST,2014,9.815207
Estonia,EST,2015,8.636003
Estonia,EST,2016,8.944011
Estonia,EST,2017,8.206086
Estonia,EST,2018,8.702677
Estonia,EST,2019,7.6506715
Estonia,EST,2020,7.2876163
Estonia,EST,2021,8.009471
Estonia,EST,2022,9.301144
Fiji,FJI,1978,44.45502
Fiji,FJI,2001,54.68075
Fiji,FJI,2002,62.225964
Fiji,FJI,2003,72.96481
Fiji,FJI,2004,62.337822
Fiji,FJI,2005,51.88753
Fiji,FJI,2006,49.14625
Fiji,FJI,2007,40.155556
Fiji,FJI,2008,43.028904
Fiji,FJI,2009,44.927402
Fiji,FJI,2011,42.626427
Fiji,FJI,2012,45.977592
Finland,FIN,1952,8.375371
Finland,FIN,1953,9.958553
Finland,FIN,1954,11.32483
Finland,FIN,1955,12.4193735
Finland,FIN,1956,18.044165
Finland,FIN,1957,19.594793
Finland,FIN,1958,17.954569
Finland,FIN,1959,15.199646
Finland,FIN,1960,16.566048
Finland,FIN,1961,18.216639
Finland,FIN,1962,20.468014
Finland,FIN,1963,22.462267
Finland,FIN,1964,23.83833
Finland,FIN,1965,24.707205
Finland,FIN,1966,24.460964
Finland,FIN,1967,25.782892
Finland,FIN,1968,26.617065
Finland,FIN,1969,29.495047
Finland,FIN,1970,25.59958
Finland,FIN,1971,25.237839
Finland,FIN,1972,22.303015
Finland,FIN,1973,22.151094
Finland,FIN,1974,22.547829
Finland,FIN,1975,22.262402
Finland,FIN,1976,21.985382
Finland,FIN,1977,21.845457
Finland,FIN,1978,20.762674
Finland,FIN,1979,20.454084
Finland,FIN,1980,21.178026
Finland,FIN,1981,18.006208
Finland,FIN,1982,17.193768
Finland,FIN,1983,20.163315
Finland,FIN,1984,16.403776
Finland,FIN,1985,18.326769
Finland,FIN,1986,16.816397
Finland,FIN,1987,15.856391
Finland,FIN,1988,15.595195
Finland,FIN,1989,15.363318
Finland,FIN,1990,14.204526
Finland,FIN,1991,13.8160715
Finland,FIN,1992,14.455872
Finland,FIN,1993,14.872508
Finland,FIN,1994,12.882951
Finland,FIN,1995,14.213672
Finland,FIN,1996,14.449216
Finland,FIN,1997,15.677118
Finland,FIN,1998,16.113195
Finland,FIN,1999,15.326562
Finland,FIN,2000,14.901856
Finland,FIN,2001,14.630007
Finland,FIN,2002,14.102311
Finland,FIN,2003,13.714629
Finland,FIN,2004,12.207716
Finland,FIN,2005,13.589555
Finland,FIN,2006,13.164295
Finland,FIN,2007,13.773709
Finland,FIN,2008,12.724478
Finland,FIN,2009,13.443812
Finland,FIN,2010,12.52194
Finland,FIN,2011,12.942453
Finland,FIN,2012,12.923441
Finland,FIN,2013,11.960338
Finland,FIN,2014,11.772573
Finland,FIN,2015,11.864469
Finland,FIN,2016,12.211697
Finland,FIN,2017,11.820648
Finland,FIN,2018,11.517678
Finland,FIN,2019,11.279122
Finland,FIN,2020,10.456961
Finland,FIN,2021,10.594158
France,FRA,1950,23.485197
France,FRA,1951,23.249537
France,FRA,1952,26.71086
France,FRA,1953,28.688158
France,FRA,1954,23.674425
France,FRA,1955,24.30456
France,FRA,1956,26.8148
France,FRA,1957,25.29786
France,FRA,1958,22.795685
France,FRA,1959,22.476995
France,FRA,1960,23.279398
France,FRA,1961,21.434027
France,FRA,1962,25.004677
France,FRA,1963,27.605465
France,FRA,1964,22.709227
France,FRA,1965,25.087572
France,FRA,1966,23.041395
France,FRA,1967,24.775455
France,FRA,1968,31.548433
France,FRA,1969,29.29083
France,FRA,1970,25.58038
France,FRA,1971,27.778652
France,FRA,1972,26.923754
France,FRA,1973,27.321981
France,FRA,1974,27.707018
France,FRA,1975,26.94605
France,FRA,1976,27.46205
France,FRA,1977,25.944199
France,FRA,1978,28.159727
France,FRA,1979,27.678316
France,FRA,1980,29.036108
France,FRA,1981,28.9521
France,FRA,1982,26.368908
France,FRA,1983,28.217686
France,FRA,1984,24.042978
France,FRA,1985,22.64675
France,FRA,1986,22.087523
France,FRA,1987,19.17913
France,FRA,1988,19.031883
France,FRA,1989,19.719734
France,FRA,1990,19.5768
France,FRA,1991,18.005161
France,FRA,1992,18.43492
France,FRA,1993,18.40844
France,FRA,1994,17.257622
France,FRA,1995,18.089544
France,FRA,1996,18.636374
France,FRA,1997,18.29524
France,FRA,1998,19.34793
France,FRA,1999,19.207018
France,FRA,2000,15.087989
France,FRA,2001,14.21224
France,FRA,2002,14.154327
France,FRA,2003,14.96499
France,FRA,2004,13.238359
France,FRA,2005,13.893497
France,FRA,2006,12.462645
France,FRA,2007,12.481493
France,FRA,2008,12.330615
France,FRA,2009,12.033578
France,FRA,2010,11.885513
France,FRA,2011,12.600206
France,FRA,2012,12.801227
France,FRA,2013,12.264365
France,FRA,2014,11.889557
France,FRA,2015,13.139383
France,FRA,2016,12.87038
France,FRA,2017,13.121035
France,FRA,2018,13.279421
France,FRA,2019,12.908956
France,FRA,2020,12.029381
French Guiana,GUF,1968,24.085855
French Guiana,GUF,1969,84.0807
French Guiana,GUF,1970,31.662172
French Guiana,GUF,1971,56.271236
French Guiana,GUF,1972,17.384344
French Guiana,GUF,1973,24.696272
French Guiana,GUF,1974,30.061922
French Guiana,GUF,1975,31.315947
French Guiana,GUF,1976,18.96108
French Guiana,GUF,1977,19.116318
French Guiana,GUF,1978,10.951617
French Guiana,GUF,1979,10.334203
French Guiana,GUF,2001,9.573227
French Guiana,GUF,2002,6.874665
French Guiana,GUF,2003,13.463675
French Guiana,GUF,2004,13.599144
French Guiana,GUF,2005,9.989799
French Guiana,GUF,2006,13.53889
French Guiana,GUF,2007,9.492743
French Guiana,GUF,2008,11.685034
French Guiana,GUF,2009,8.751366
French Guiana,GUF,2010,7.627663
French Guiana,GUF,2011,8.439903
French Guiana,GUF,2012,12.806536
French Guiana,GUF,2013,11.125244
French Guiana,GUF,2014,13.277223
French Guiana,GUF,2015,15.814236
French Guiana,GUF,2016,15.783722
Georgia,GEO,1981,22.374918
Georgia,GEO,1982,19.514776
Georgia,GEO,1985,23.686586
Georgia,GEO,1986,22.883598
Georgia,GEO,1987,21.786003
Georgia,GEO,1988,22.003092
Georgia,GEO,1989,21.835297
Georgia,GEO,1990,19.235744
Georgia,GEO,1991,9.028546
Georgia,GEO,1992,4.9073367
Georgia,GEO,1994,11.033417
Georgia,GEO,1995,6.5483785
Georgia,GEO,1996,9.229122
Georgia,GEO,1997,10.041548
Georgia,GEO,1998,10.73709
Georgia,GEO,1999,9.749678
Georgia,GEO,2000,8.88377
Georgia,GEO,2001,8.946661
Georgia,GEO,2004,18.720713
Georgia,GEO,2005,8.242586
Georgia,GEO,2006,9.435551
Georgia,GEO,2007,9.306161
Georgia,GEO,2009,8.11975
Georgia,GEO,2010,5.158421
Georgia,GEO,2011,10.460052
Georgia,GEO,2012,9.235668
Georgia,GEO,2013,10.137287
Georgia,GEO,2014,13.293104
Georgia,GEO,2015,15.833506
Georgia,GEO,2016,16.226711
Georgia,GEO,2017,26.65136
Georgia,GEO,2018,34.12005
