Entity,Code,Year,"Age-standardized deaths from respiratory diseases in both sexes per 100,000 people"
Suriname,SUR,1988,22.567965
Suriname,SUR,1989,25.51161
Suriname,SUR,1990,24.538403
Suriname,SUR,1991,18.564371
Suriname,SUR,1992,22.331621
Suriname,SUR,1995,9.443307
Suriname,SUR,1996,13.848676
Suriname,SUR,1997,11.643463
Suriname,SUR,1998,15.940812
Suriname,SUR,1999,17.343563
Suriname,SUR,2000,17.053654
Suriname,SUR,2001,19.1769
Suriname,SUR,2002,14.111762
Suriname,SUR,2003,13.41485
Suriname,SUR,2004,16.31726
Suriname,SUR,2005,15.442533
Suriname,SUR,2006,19.440357
Suriname,SUR,2007,13.539316
Suriname,SUR,2008,13.581917
Suriname,SUR,2009,12.970853
Suriname,SUR,2010,16.258398
Suriname,SUR,2011,14.129974
Suriname,SUR,2012,16.31578
Suriname,SUR,2013,14.531161
Suriname,SUR,2014,16.085361
Sweden,SWE,1951,5.319349
Sweden,SWE,1952,5.5370917
Sweden,SWE,1953,4.782736
Sweden,SWE,1954,4.8002276
Sweden,SWE,1955,4.881503
Sweden,SWE,1956,4.323365
Sweden,SWE,1957,5.0928583
Sweden,SWE,1958,5.398167
Sweden,SWE,1959,5.1161404
Sweden,SWE,1960,5.8401856
Sweden,SWE,1961,5.9635744
Sweden,SWE,1962,5.9735255
Sweden,SWE,1963,6.761985
Sweden,SWE,1964,7.0474043
Sweden,SWE,1965,7.5472836
Sweden,SWE,1966,7.1918006
Sweden,SWE,1967,7.869599
Sweden,SWE,1968,8.809425
Sweden,SWE,1969,12.280308
Sweden,SWE,1970,10.34911
Sweden,SWE,1971,11.413244
Sweden,SWE,1972,11.682045
Sweden,SWE,1973,12.462607
Sweden,SWE,1974,12.21697
Sweden,SWE,1975,12.65608
Sweden,SWE,1976,13.976857
Sweden,SWE,1977,13.291321
Sweden,SWE,1978,13.405949
Sweden,SWE,1979,14.063628
Sweden,SWE,1980,14.849614
Sweden,SWE,1981,13.651358
Sweden,SWE,1982,13.026756
Sweden,SWE,1983,12.421577
Sweden,SWE,1984,11.711951
Sweden,SWE,1985,13.377588
Sweden,SWE,1986,13.25494
Sweden,SWE,1987,12.9261465
Sweden,SWE,1988,14.219394
Sweden,SWE,1989,12.715701
Sweden,SWE,1990,14.205904
Sweden,SWE,1991,14.022956
Sweden,SWE,1992,13.77568
Sweden,SWE,1993,14.911456
Sweden,SWE,1994,13.958699
Sweden,SWE,1995,15.009276
Sweden,SWE,1996,14.841966
Sweden,SWE,1997,14.698323
Sweden,SWE,1998,14.9103775
Sweden,SWE,1999,15.6196
Sweden,SWE,2000,15.0838585
Sweden,SWE,2001,15.013111
Sweden,SWE,2002,16.128227
Sweden,SWE,2003,15.499864
Sweden,SWE,2004,14.979711
Sweden,SWE,2005,15.643492
Sweden,SWE,2006,14.924862
Sweden,SWE,2007,14.822408
Sweden,SWE,2008,14.993245
Sweden,SWE,2009,14.71401
Sweden,SWE,2010,14.594483
Sweden,SWE,2011,14.829874
Sweden,SWE,2012,15.611829
Sweden,SWE,2013,14.985176
Sweden,SWE,2014,14.538146
Sweden,SWE,2015,15.613881
Sweden,SWE,2016,15.59977
Sweden,SWE,2017,15.893443
Sweden,SWE,2018,15.553831
Sweden,SWE,2019,14.528842
Sweden,SWE,2020,13.58507
Sweden,SWE,2021,12.6124115
Sweden,SWE,2022,14.302055
Switzerland,CHE,1951,16.857347
Switzerland,CHE,1952,13.028925
Switzerland,CHE,1953,13.118281
Switzerland,CHE,1954,13.5918045
Switzerland,CHE,1955,15.123014
Switzerland,CHE,1956,14.278551
Switzerland,CHE,1957,14.671623
Switzerland,CHE,1958,11.915614
Switzerland,CHE,1959,10.802166
Switzerland,CHE,1960,13.827318
Switzerland,CHE,1961,12.261239
Switzerland,CHE,1962,14.375346
Switzerland,CHE,1963,15.836286
Switzerland,CHE,1964,14.100632
Switzerland,CHE,1965,15.153992
Switzerland,CHE,1966,15.557926
Switzerland,CHE,1967,14.863733
Switzerland,CHE,1968,15.470532
Switzerland,CHE,1969,23.336601
Switzerland,CHE,1970,19.8188
Switzerland,CHE,1971,20.765757
Switzerland,CHE,1972,18.981777
Switzerland,CHE,1973,19.924747
Switzerland,CHE,1974,18.754972
Switzerland,CHE,1975,16.725319
Switzerland,CHE,1976,17.965343
Switzerland,CHE,1977,16.379414
Switzerland,CHE,1978,17.942802
Switzerland,CHE,1979,16.955202
Switzerland,CHE,1980,16.97352
Switzerland,CHE,1981,16.591547
Switzerland,CHE,1982,16.081327
Switzerland,CHE,1983,16.899635
Switzerland,CHE,1984,16.438967
Switzerland,CHE,1985,16.458702
Switzerland,CHE,1986,16.662188
Switzerland,CHE,1987,15.597515
Switzerland,CHE,1988,16.235975
Switzerland,CHE,1989,16.957573
Switzerland,CHE,1990,18.566229
Switzerland,CHE,1991,16.421364
Switzerland,CHE,1992,16.100368
Switzerland,CHE,1993,16.13592
Switzerland,CHE,1994,16.217892
Switzerland,CHE,1995,16.942356
Switzerland,CHE,1996,16.89933
Switzerland,CHE,1997,17.538548
Switzerland,CHE,1998,17.259258
Switzerland,CHE,1999,17.83295
Switzerland,CHE,2000,15.888505
Switzerland,CHE,2001,14.910631
Switzerland,CHE,2002,14.471567
Switzerland,CHE,2003,15.103892
Switzerland,CHE,2004,13.946442
Switzerland,CHE,2005,14.924527
Switzerland,CHE,2006,13.109173
Switzerland,CHE,2007,13.114204
Switzerland,CHE,2008,13.080362
Switzerland,CHE,2009,13.85186
Switzerland,CHE,2010,13.296919
Switzerland,CHE,2011,12.762912
Switzerland,CHE,2012,12.992332
Switzerland,CHE,2013,13.761089
Switzerland,CHE,2014,12.62617
Switzerland,CHE,2015,13.564372
Switzerland,CHE,2016,13.047269
Switzerland,CHE,2017,13.220551
Switzerland,CHE,2018,12.709688
Switzerland,CHE,2019,13.113866
Switzerland,CHE,2020,10.600891
Switzerland,CHE,2021,10.605172
Syria,SYR,1998,25.16806
Syria,SYR,1999,28.458292
Syria,SYR,2000,20.617434
Syria,SYR,2001,21.799969
Syria,SYR,2002,25.453356
Syria,SYR,2003,23.94733
Syria,SYR,2004,25.296602
Syria,SYR,2005,24.653908
Syria,SYR,2006,24.239923
Syria,SYR,2007,25.998898
Syria,SYR,2008,37.01421
Syria,SYR,2009,42.791904
Syria,SYR,2010,26.258167
Tajikistan,TJK,1981,62.93416
Tajikistan,TJK,1982,52.975952
Tajikistan,TJK,1985,76.92407
Tajikistan,TJK,1986,71.326675
Tajikistan,TJK,1987,67.013565
Tajikistan,TJK,1988,61.46234
Tajikistan,TJK,1989,50.900116
Tajikistan,TJK,1990,54.292503
Tajikistan,TJK,1991,52.238968
Tajikistan,TJK,1992,64.367615
Tajikistan,TJK,1993,72.77756
Tajikistan,TJK,1994,71.75743
Tajikistan,TJK,1995,58.835903
Tajikistan,TJK,1996,51.41462
Tajikistan,TJK,1997,35.643112
Tajikistan,TJK,1998,44.772346
Tajikistan,TJK,1999,32.891148
Tajikistan,TJK,2000,34.647736
Tajikistan,TJK,2001,40.169136
Tajikistan,TJK,2002,40.909542
Tajikistan,TJK,2003,41.13244
Tajikistan,TJK,2004,37.27795
Tajikistan,TJK,2005,40.79686
Tajikistan,TJK,2016,17.671455
Tajikistan,TJK,2017,14.924174
Thailand,THA,1969,5.7279134
Thailand,THA,1970,5.492725
Thailand,THA,1971,6.2342796
Thailand,THA,1972,8.383874
Thailand,THA,1973,5.2178135
Thailand,THA,1974,6.671689
Thailand,THA,1975,6.9522924
Thailand,THA,1976,4.196883
Thailand,THA,1977,5.486401
Thailand,THA,1978,6.583312
Thailand,THA,1979,6.976905
Thailand,THA,1980,7.1031466
Thailand,THA,1981,9.435139
Thailand,THA,1982,11.150709
Thailand,THA,1983,10.508821
Thailand,THA,1984,8.30421
Thailand,THA,1985,7.3457465
Thailand,THA,1986,6.315998
Thailand,THA,1987,7.8287697
Thailand,THA,1990,8.115504
Thailand,THA,1991,8.967163
Thailand,THA,1992,9.299845
Thailand,THA,1994,33.444855
Thailand,THA,1995,32.46879
Thailand,THA,1996,24.212265
Thailand,THA,1997,25.70701
Thailand,THA,1998,30.226536
Thailand,THA,1999,20.781958
Thailand,THA,2000,21.856539
Thailand,THA,2002,23.419403
Thailand,THA,2003,22.90226
Thailand,THA,2004,13.614739
Thailand,THA,2005,19.645092
Thailand,THA,2006,17.920315
Thailand,THA,2007,20.836905
Thailand,THA,2008,21.630808
Thailand,THA,2009,20.472725
Thailand,THA,2010,22.522509
Thailand,THA,2011,24.76697
Thailand,THA,2012,24.424051
Thailand,THA,2013,18.658037
Thailand,THA,2014,19.79268
Thailand,THA,2015,15.35992
Thailand,THA,2016,15.946249
Thailand,THA,2017,13.689328
Thailand,THA,2018,13.183066
Thailand,THA,2019,13.508334
Trinidad and Tobago,TTO,1951,68.86477
Trinidad and Tobago,TTO,1952,61.33144
Trinidad and Tobago,TTO,1953,55.972904
Trinidad and Tobago,TTO,1954,51.113987
Trinidad and Tobago,TTO,1955,63.104794
Trinidad and Tobago,TTO,1956,63.962322
Trinidad and Tobago,TTO,1957,72.209595
Trinidad and Tobago,TTO,1958,53.39036
Trinidad and Tobago,TTO,1960,38.730183
Trinidad and Tobago,TTO,1961,36.44071
Trinidad and Tobago,TTO,1962,42.58533
Trinidad and Tobago,TTO,1963,32.280678
Trinidad and Tobago,TTO,1966,51.230003
Trinidad and Tobago,TTO,1967,51.86475
Trinidad and Tobago,TTO,1968,43.937515
Trinidad and Tobago,TTO,1970,31.088308
Trinidad and Tobago,TTO,1971,50.394035
Trinidad and Tobago,TTO,1972,44.082916
Trinidad and Tobago,TTO,1973,48.845894
Trinidad and Tobago,TTO,1974,41.753746
Trinidad and Tobago,TTO,1975,41.227596
Trinidad and Tobago,TTO,1976,43.307457
Trinidad and Tobago,TTO,1977,43.321
Trinidad and Tobago,TTO,1978,39.37659
Trinidad and Tobago,TTO,1979,38.847916
Trinidad and Tobago,TTO,1980,34.999245
Trinidad and Tobago,TTO,1981,40.16252
Trinidad and Tobago,TTO,1982,38.97208
Trinidad and Tobago,TTO,1983,34.616276
Trinidad and Tobago,TTO,1984,35.581112
Trinidad and Tobago,TTO,1985,37.63551
Trinidad and Tobago,TTO,1986,30.047863
Trinidad and Tobago,TTO,1987,34.83039
Trinidad and Tobago,TTO,1988,31.792007
Trinidad and Tobago,TTO,1989,34.51525
Trinidad and Tobago,TTO,1990,32.858562
Trinidad and Tobago,TTO,1991,30.639027
Trinidad and Tobago,TTO,1992,27.884851
Trinidad and Tobago,TTO,1993,29.24788
Trinidad and Tobago,TTO,1994,27.592157
Trinidad and Tobago,TTO,1995,30.453047
Trinidad and Tobago,TTO,1996,32.17201
Trinidad and Tobago,TTO,1997,22.080418
Trinidad and Tobago,TTO,1998,24.68382
Trinidad and Tobago,TTO,1999,27.149704
Trinidad and Tobago,TTO,2000,20.225115
Trinidad and Tobago,TTO,2001,20.093483
Trinidad and Tobago,TTO,2002,21.304832
Trinidad and Tobago,TTO,2003,24.47202
Trinidad and Tobago,TTO,2004,23.177687
Trinidad and Tobago,TTO,2005,21.662542
Trinidad and Tobago,TTO,2006,19.291723
Trinidad and Tobago,TTO,2007,19.351814
Trinidad and Tobago,TTO,2008,24.29424
Trinidad and Tobago,TTO,2009,20.843714
Trinidad and Tobago,TTO,2010,22.53273
Trinidad and Tobago,TTO,2011,19.169157
Trinidad and Tobago,TTO,2012,19.756199
Turkey,TUR,2009,35.42263
Turkey,TUR,2010,33.06103
Turkey,TUR,2011,40.178856
Turkey,TUR,2012,37.824528
Turkey,TUR,2013,38.576473
Turkey,TUR,2014,39.555935
Turkey,TUR,2015,38.31836
Turkey,TUR,2016,38.371536
Turkey,TUR,2017,36.352894
Turkey,TUR,2018,34.20923
Turkey,TUR,2019,33.09035
Turkmenistan,TKM,1981,66.769005
Turkmenistan,TKM,1982,54.25465
Turkmenistan,TKM,1985,70.70664
Turkmenistan,TKM,1986,62.03619
Turkmenistan,TKM,1987,60.530727
Turkmenistan,TKM,1988,53.52356
Turkmenistan,TKM,1989,47.382492
Turkmenistan,TKM,1990,53.310493
Turkmenistan,TKM,1991,50.058212
Turkmenistan,TKM,1992,47.19669
Turkmenistan,TKM,1993,46.424183
Turkmenistan,TKM,1994,51.617035
Turkmenistan,TKM,1995,40.546963
Turkmenistan,TKM,1996,43.397907
Turkmenistan,TKM,1997,35.105362
Turkmenistan,TKM,1998,34.1356
Turkmenistan,TKM,1999,20.120043
Turkmenistan,TKM,2000,35.191093
Turkmenistan,TKM,2001,29.968111
Turkmenistan,TKM,2002,27.9982
Turkmenistan,TKM,2003,25.013384
Turkmenistan,TKM,2004,24.899303
Turkmenistan,TKM,2005,25.323696
Turkmenistan,TKM,2006,21.540613
Turkmenistan,TKM,2007,24.367672
Turkmenistan,TKM,2008,25.878443
Turkmenistan,TKM,2009,21.677067
Turkmenistan,TKM,2010,13.695855
Turkmenistan,TKM,2011,15.426474
Turkmenistan,TKM,2012,13.874119
Turkmenistan,TKM,2013,15.566458
Turkmenistan,TKM,2014,16.880795
Turkmenistan,TKM,2015,16.24148
Ukraine,UKR,1981,60.601936
Ukraine,UKR,1982,55.549915
Ukraine,UKR,1985,59.08613
Ukraine,UKR,1986,51.340042
Ukraine,UKR,1987,51.81608
Ukraine,UKR,1988,50.74266
Ukraine,UKR,1989,47.50475
Ukraine,UKR,1990,44.42951
Ukraine,UKR,1991,45.651836
Ukraine,UKR,1992,44.955055
Ukraine,UKR,1993,49.257687
Ukraine,UKR,1994,51.511375
Ukraine,UKR,1995,51.68801
Ukraine,UKR,1996,49.46858
Ukraine,UKR,1997,46.440834
Ukraine,UKR,1998,40.531933
Ukraine,UKR,1999,40.389492
Ukraine,UKR,2000,39.59335
Ukraine,UKR,2001,34.836872
Ukraine,UKR,2002,32.776646
Ukraine,UKR,2003,30.933752
Ukraine,UKR,2004,28.806036
Ukraine,UKR,2005,28.336678
Ukraine,UKR,2006,25.119167
Ukraine,UKR,2007,24.050318
Ukraine,UKR,2008,21.746964
Ukraine,UKR,2009,19.622313
Ukraine,UKR,2010,17.987547
Ukraine,UKR,2011,16.083525
Ukraine,UKR,2012,14.410847
Ukraine,UKR,2014,12.712187
Ukraine,UKR,2015,11.560304
Ukraine,UKR,2017,9.284692
Ukraine,UKR,2018,8.987854
Ukraine,UKR,2019,8.038818
United Arab Emirates,ARE,2018,12.198372
United Arab Emirates,ARE,2019,15.993303
United Arab Emirates,ARE,2020,17.70592
United Kingdom,GBR,1950,52.205307
United Kingdom,GBR,1951,64.19296
United Kingdom,GBR,1952,49.296204
United Kingdom,GBR,1953,52.185383
United Kingdom,GBR,1954,46.392685
United Kingdom,GBR,1955,50.833794
United Kingdom,GBR,1956,51.06101
United Kingdom,GBR,1957,46.578587
United Kingdom,GBR,1958,50.384697
United Kingdom,GBR,1959,49.270836
United Kingdom,GBR,1960,45.279224
United Kingdom,GBR,1961,51.74846
United Kingdom,GBR,1962,53.1762
United Kingdom,GBR,1963,56.39918
United Kingdom,GBR,1964,47.00317
United Kingdom,GBR,1965,48.083427
United Kingdom,GBR,1966,50.632442
United Kingdom,GBR,1967,43.41995
United Kingdom,GBR,1968,51.060143
United Kingdom,GBR,1969,51.954983
United Kingdom,GBR,1970,46.92284
United Kingdom,GBR,1971,43.245083
United Kingdom,GBR,1972,45.260357
United Kingdom,GBR,1973,41.607655
United Kingdom,GBR,1974,40.212273
United Kingdom,GBR,1975,38.871086
United Kingdom,GBR,1976,39.56307
United Kingdom,GBR,1977,36.229214
United Kingdom,GBR,1978,37.32801
United Kingdom,GBR,1979,36.67174
United Kingdom,GBR,1980,34.533443
United Kingdom,GBR,1981,33.09433
United Kingdom,GBR,1982,35.154594
United Kingdom,GBR,1983,34.212116
United Kingdom,GBR,1984,35.16537
United Kingdom,GBR,1985,38.957207
United Kingdom,GBR,1986,37.198753
United Kingdom,GBR,1987,34.207874
United Kingdom,GBR,1988,35.299732
United Kingdom,GBR,1989,37.26713
United Kingdom,GBR,1990,34.166203
United Kingdom,GBR,1991,34.49314
United Kingdom,GBR,1992,33.620155
United Kingdom,GBR,1993,35.54945
United Kingdom,GBR,1994,31.76565
United Kingdom,GBR,1995,34.467087
United Kingdom,GBR,1996,32.917156
United Kingdom,GBR,1997,33.62368
United Kingdom,GBR,1998,33.49408
United Kingdom,GBR,1999,35.519943
United Kingdom,GBR,2000,33.023026
United Kingdom,GBR,2001,32.54224
United Kingdom,GBR,2002,33.32237
United Kingdom,GBR,2003,35.53397
United Kingdom,GBR,2004,33.208176
United Kingdom,GBR,2005,34.017876
United Kingdom,GBR,2006,32.64681
United Kingdom,GBR,2007,32.700733
United Kingdom,GBR,2008,33.195107
United Kingdom,GBR,2009,30.791636
United Kingdom,GBR,2010,30.836468
United Kingdom,GBR,2011,31.244617
United Kingdom,GBR,2012,32.67697
United Kingdom,GBR,2013,33.896748
United Kingdom,GBR,2014,28.426031
United Kingdom,GBR,2015,30.656096
United Kingdom,GBR,2016,30.055916
United Kingdom,GBR,2017,29.337238
United Kingdom,GBR,2018,30.498207
United Kingdom,GBR,2019,28.507048
United Kingdom,GBR,2020,25.443394
United States,USA,1950,7.9185143
United States,USA,1951,8.125365
United States,USA,1952,8.390667
United States,USA,1953,8.992355
United States,USA,1954,8.777693
United States,USA,1955,9.386744
United States,USA,1956,10.191275
United States,USA,1957,11.348255
United States,USA,1958,11.797886
United States,USA,1959,11.864235
United States,USA,1960,13.067067
United States,USA,1961,12.8583555
United States,USA,1962,13.981255
United States,USA,1963,15.860745
United States,USA,1964,15.648184
United States,USA,1965,17.028452
United States,USA,1966,17.80963
United States,USA,1967,17.924677
United States,USA,1968,21.466406
United States,USA,1969,20.422422
United States,USA,1970,20.83013
United States,USA,1971,20.726109
United States,USA,1972,21.477962
United States,USA,1973,21.772211
United States,USA,1974,21.249538
United States,USA,1975,21.228027
United States,USA,1976,21.707207
United States,USA,1977,21.22851
United States,USA,1978,22.300299
United States,USA,1979,22.727985
United States,USA,1980,24.66318
United States,USA,1981,25.251015
United States,USA,1982,25.085924
United States,USA,1983,27.232082
United States,USA,1984,27.595226
United States,USA,1985,29.289713
United States,USA,1986,29.459408
United States,USA,1987,29.519588
United States,USA,1988,30.551025
United States,USA,1989,30.279533
United States,USA,1990,30.626532
United States,USA,1991,31.145615
United States,USA,1992,30.702322
United States,USA,1993,32.751286
United States,USA,1994,32.395027
United States,USA,1995,32.279396
United States,USA,1996,32.701645
United States,USA,1997,33.221333
United States,USA,1998,33.703392
United States,USA,1999,37.244514
United States,USA,2000,36.310997
United States,USA,2001,36.067272
United States,USA,2002,35.427067
United States,USA,2003,35.314533
United States,USA,2004,34.076706
United States,USA,2005,35.141182
United States,USA,2006,33.382816
United States,USA,2007,33.596706
United States,USA,2008,36.028477
United States,USA,2009,34.69619
United States,USA,2010,34.34316
United States,USA,2011,34.73319
United States,USA,2012,34.127678
United States,USA,2013,34.872437
United States,USA,2014,34.050064
United States,USA,2015,34.94963
United States,USA,2016,34.32743
United States,USA,2017,34.67572
United States,USA,2018,33.995567
United States,USA,2019,32.95585
United States,USA,2020,31.876842
United States,USA,2021,30.106623
Uruguay,URY,1955,14.521656
Uruguay,URY,1956,11.378501
Uruguay,URY,1957,13.673654
Uruguay,URY,1958,14.873957
Uruguay,URY,1959,18.655163
Uruguay,URY,1960,14.051151
Uruguay,URY,1963,17.19119
Uruguay,URY,1964,17.393194
Uruguay,URY,1965,17.253164
Uruguay,URY,1966,18.992891
Uruguay,URY,1967,18.307373
Uruguay,URY,1968,21.450943
Uruguay,URY,1969,26.670383
Uruguay,URY,1970,24.469818
Uruguay,URY,1971,27.32574
Uruguay,URY,1972,23.612091
Uruguay,URY,1973,23.395
Uruguay,URY,1974,27.80954
Uruguay,URY,1975,21.290426
Uruguay,URY,1976,26.742159
Uruguay,URY,1977,25.67525
Uruguay,URY,1978,24.004272
Uruguay,URY,1980,34.850636
Uruguay,URY,1981,27.789455
Uruguay,URY,1982,28.415833
Uruguay,URY,1983,35.099503
Uruguay,URY,1984,34.357784
Uruguay,URY,1985,31.688501
Uruguay,URY,1986,30.992304
Uruguay,URY,1987,34.072235
Uruguay,URY,1988,41.18297
Uruguay,URY,1989,38.285503
Uruguay,URY,1990,37.1422
Uruguay,URY,1993,37.003128
Uruguay,URY,1994,34.394962
Uruguay,URY,1995,39.370712
Uruguay,URY,1996,35.66996
Uruguay,URY,1997,31.45108
Uruguay,URY,1998,36.85101
Uruguay,URY,1999,37.369213
Uruguay,URY,2000,30.809433
Uruguay,URY,2001,36.159092
Uruguay,URY,2002,32.021767
Uruguay,URY,2003,36.60142
Uruguay,URY,2004,35.323593
Uruguay,URY,2005,34.137398
Uruguay,URY,2006,31.245193
Uruguay,URY,2007,36.186123
Uruguay,URY,2008,30.811934
Uruguay,URY,2009,32.956295
Uruguay,URY,2010,34.293858
Uruguay,URY,2012,32.55041
Uruguay,URY,2013,31.484758
Uruguay,URY,2014,29.762495
Uruguay,URY,2015,33.11968
Uruguay,URY,2016,35.860516
Uruguay,URY,2017,31.196451
Uruguay,URY,2018,31.994514
Uruguay,URY,2019,32.3634
Uruguay,URY,2020,27.665596
Uzbekistan,UZB,1981,51.37063
Uzbekistan,UZB,1982,48.262768
Uzbekistan,UZB,1985,65.211006
Uzbekistan,UZB,1986,55.043255
Uzbekistan,UZB,1987,59.58183
Uzbekistan,UZB,1988,50.40624
Uzbekistan,UZB,1989,50.339333
Uzbekistan,UZB,1990,48.30473
Uzbekistan,UZB,1991,46.578552
Uzbekistan,UZB,1992,44.321487
Uzbekistan,UZB,1993,46.00116
Uzbekistan,UZB,1994,53.02668
Uzbekistan,UZB,1995,51.341854
Uzbekistan,UZB,1996,50.731476
Uzbekistan,UZB,1997,44.19898
Uzbekistan,UZB,1998,46.35656
Uzbekistan,UZB,1999,38.295815
Uzbekistan,UZB,2000,42.865093
Uzbekistan,UZB,2001,34.970177
Uzbekistan,UZB,2002,33.471863
Uzbekistan,UZB,2003,31.867474
Uzbekistan,UZB,2004,22.877401
Uzbekistan,UZB,2005,25.300875
Uzbekistan,UZB,2009,14.860549
Uzbekistan,UZB,2010,13.821007
Uzbekistan,UZB,2011,15.3948
Uzbekistan,UZB,2012,14.191967
Uzbekistan,UZB,2013,15.852301
Uzbekistan,UZB,2014,12.315268
Uzbekistan,UZB,2015,11.3275795
Uzbekistan,UZB,2016,10.677012
Uzbekistan,UZB,2017,12.037982
Uzbekistan,UZB,2018,12.069908
Uzbekistan,UZB,2019,11.768277
Venezuela,VEN,1955,11.02289
Venezuela,VEN,1956,10.891039
Venezuela,VEN,1957,11.26266
Venezuela,VEN,1958,9.965082
Venezuela,VEN,1959,10.268857
Venezuela,VEN,1960,10.464861
Venezuela,VEN,1961,11.830943
Venezuela,VEN,1962,13.47256
Venezuela,VEN,1963,14.741753
Venezuela,VEN,1964,13.094432
Venezuela,VEN,1965,14.472819
Venezuela,VEN,1966,14.011215
Venezuela,VEN,1967,14.335612
Venezuela,VEN,1968,21.862991
Venezuela,VEN,1969,23.215794
Venezuela,VEN,1970,22.969612
Venezuela,VEN,1971,21.505615
Venezuela,VEN,1972,19.934484
Venezuela,VEN,1973,22.10371
Venezuela,VEN,1974,20.908388
Venezuela,VEN,1975,22.798985
Venezuela,VEN,1976,23.343452
Venezuela,VEN,1977,25.696278
Venezuela,VEN,1978,24.282942
Venezuela,VEN,1979,21.319715
Venezuela,VEN,1980,23.030222
Venezuela,VEN,1981,24.190746
Venezuela,VEN,1982,24.511053
Venezuela,VEN,1983,27.353653
Venezuela,VEN,1985,27.535236
Venezuela,VEN,1986,25.075054
Venezuela,VEN,1987,27.548973
Venezuela,VEN,1988,28.167355
Venezuela,VEN,1989,25.473751
Venezuela,VEN,1990,33.039604
Venezuela,VEN,1992,30.623732
Venezuela,VEN,1993,29.021593
Venezuela,VEN,1994,27.702702
Venezuela,VEN,1996,28.463472
Venezuela,VEN,1997,27.21639
Venezuela,VEN,1998,29.178804
Venezuela,VEN,1999,28.92617
Venezuela,VEN,2000,24.74196
Venezuela,VEN,2001,27.759617
Venezuela,VEN,2002,23.418434
Venezuela,VEN,2003,26.519613
Venezuela,VEN,2004,24.298317
Venezuela,VEN,2005,25.65963
Venezuela,VEN,2006,22.912992
Venezuela,VEN,2007,23.486004
Venezuela,VEN,2008,23.513258
Venezuela,VEN,2009,22.36131
Venezuela,VEN,2010,23.190592
Venezuela,VEN,2011,24.349422
Venezuela,VEN,2012,23.721012
Venezuela,VEN,2013,23.691648
Venezuela,VEN,2014,26.519331
Venezuela,VEN,2015,26.790356
Venezuela,VEN,2016,27.216429
